x,y,word,cluster
0.38465098,0.14794537,盆子,247
0.3936666,0.14323048,覆盆子,247
0.48371986,-0.18294322,热烦,473
0.45987085,0.1934447,覆盆,247
-0.29350173,-1.2490382,模型,449
0.5598876,0.8629498,三片,639
-1.6888841,0.4691291,短粗,493
0.33267587,-1.1676933,二氧,28
-1.4038521,0.0613517,商品,48
-1.4974879,-0.1354798,沿海,388
0.2848869,-1.3318888,离子,190
-1.0337335,0.071605384,除烦,738
0.70423734,0.079163775,胃热,524
-1.5786945,-0.08389866,平整,272
0.53159624,-0.13441868,头晕目眩,579
-0.67396307,0.19003712,丝线,759
0.96546644,1.0745362,伤寒论,513
0.30129167,0.30300918,棉花,215
-1.2747059,-0.022439111,采集,66
-0.99461365,-0.73647225,心性,243
0.97726625,0.5710354,太子参,258
0.9895616,0.5727947,太子,258
0.5855263,-1.1637012,茶素,745
-1.2103945,0.42250165,次年,77
0.084823415,-1.3744572,较弱,800
0.82137465,-1.3073951,类物质,30
0.8757637,-0.7364866,灯盏花,876
0.5089528,-1.2787073,敏感,769
-1.8041785,-0.10486451,檐部,649
0.47287628,0.8113011,天竺,868
0.6816825,-1.0645056,烯酮,672
1.2150171,-0.27680323,过敏性,271
0.7471351,0.4530859,少腹,805
-1.6610211,0.111976385,暗灰,250
0.83472234,-0.3788255,上呼吸道,798
-0.5343654,-0.60862553,温化寒,43
0.6064433,0.8306583,大青叶,385
0.99289954,0.56032014,款冬花,226
-1.2403307,0.27868244,地面,822
0.9626188,0.55629,冬花,226
-0.35433578,0.3141471,Don,208
0.98279494,0.4647396,翻白草,92
0.045688257,-0.66742545,初期,607
0.6107624,1.1955143,炉甘石,384
0.4334886,0.5263807,穿山龙,81
1.2949198,0.1975715,土荆皮,21
1.056172,0.53748536,南天,49
0.4268895,1.0232942,荨麻,219
1.0573813,0.49278292,蚕沙,266
1.058003,0.79303,四两,316
0.76094615,0.8120294,吹鼻,344
0.4918216,0.36791107,紫金,82
0.40085822,0.6659989,山茱萸,700
-1.6158466,-0.30478477,流苏,218
1.104172,0.92774457,阳起石,19
-1.7237092,-0.12851216,色光,22
0.77727515,0.9157702,安息香,19
0.83783513,0.8936196,安息,19
0.8153309,0.08700302,胆囊炎,727
0.717452,0.5805167,蟾酥,409
0.48510075,0.017989501,栝楼,686
0.75943977,-1.5957716,明显降低,349
-1.9023187,-0.018369664,端平,376
0.9805716,-1.1582103,甲醛,200
-0.62082523,0.69235533,容器,368
0.5741983,0.22474915,白花丹,160
0.9845464,0.36470616,半枝莲,517
1.0684973,0.34108981,半枝,517
-1.5479084,0.35896206,圆筒状,112
1.0025185,0.805218,煎成,385
0.31893843,0.3024951,去油,588
0.5835914,0.6841483,青葙,181
-0.39159405,0.21217251,歪斜,794
0.57683235,-1.0063368,蟾蜍,159
-1.8204882,0.1258095,角果,87
0.26125288,-0.86565554,鸭嘴,168
-0.5721342,0.20596974,十字,327
1.0433832,-0.683049,疾病,363
-1.3699121,-0.05314036,祛风止痛,158
0.6306489,0.62249774,一枝黄花,778
1.0729449,0.86445576,西药,404
0.9973831,1.5502124,调成,404
0.93429464,0.68342906,朴硝,384
0.40703076,-0.53587276,虚喘,333
0.42565283,-1.2338016,法测定,548
0.9677265,-1.3582222,霉素,832
-0.4977102,-0.7088834,培养,449
0.55866945,0.73833954,蛇莓,288
-0.28482622,-0.30299306,下陷,94
-0.33005264,0.5499855,Makino,208
-1.914313,-0.110269845,隔膜,186
-0.9600125,-0.42290926,开胃,185
-1.19207,-0.2380237,发出,5
0.6151165,0.18209197,萱草,438
0.7891893,-0.53788257,番石榴,21
0.83406115,-1.358973,阻力,169
0.87563586,-1.3869767,脑血管,647
1.0263122,1.1771343,辛夷,409
0.6345551,-0.4264696,伤痛,279
-1.5369707,-0.33926642,内皮层,811
0.74407583,-0.9678887,十六,109
-0.03602663,0.20530306,Bl,582
0.8474617,0.5995205,茶叶,122
0.6047433,-1.2311356,儿茶素,745
0.71904075,-0.21478012,水火,289
-1.5585449,-0.39487928,西亚,566
0.70519525,-1.4734956,浸出液,558
0.6676235,0.94849426,黑豆,74
0.18118435,0.5261386,胡颓子,751
0.58514816,-0.9179884,抑制率,762
0.44927377,-0.44529256,早期,723
-0.65902925,-0.29897818,两个,175
-1.9574383,-0.51870376,羽毛,87
1.2202135,1.370491,调匀,404
0.9949144,0.26364344,久嗽,373
-0.6992637,-0.1409569,精缩,126
-0.8569668,-0.12840696,固精缩尿,126
0.77684385,1.4316871,同为,606
0.8170035,-0.976588,甘油酯,26
0.41410232,0.82644033,西瓜,810
0.8277995,1.7868094,太阳穴,281
0.27402505,0.49355426,盐水,71
0.46311826,-0.83138055,排出,190
0.56189555,-1.0101099,乙酰基,332
1.0737985,0.85983604,浆水,104
-1.8955784,-0.05089311,多具,858
0.21860099,0.08681804,中生,461
-1.6728272,0.16414373,田埂,84
-1.2843413,0.37273434,分开,255
0.6779754,-1.4578818,胃液,190
0.99365383,-0.9993428,缓解,190
0.7239843,1.0632387,川牛膝,515
-1.5242599,-0.24228707,四方形,755
1.2221962,0.8047876,土贝母,69
1.0185182,0.016761996,药性,635
1.1552477,0.7174843,土贝,69
0.54737973,-1.1561934,乙基,280
-1.4726814,0.5233409,全长,493
0.7947122,0.33020723,虚损,477
1.1552094,-0.695232,阴虚阳,227
-1.190789,-0.4667961,形体,593
0.37138724,-1.4254938,淀粉酶,13
0.4409883,-1.164603,天冬氨酸,317
0.36148965,-1.6992744,甲苯,423
-1.980121,-0.17768721,内藏,87
0.27232563,0.65848947,黄皮,532
-1.3737231,1.0188853,削去,610
1.1691223,1.3475202,童便,387
1.3440481,-0.48630655,溃疡病,152
0.5693392,-0.5392518,胆子,632
-0.6103563,0.8267394,包裹,461
-1.0747118,0.6383693,捞出,286
-1.390881,-0.35814834,浓烈,22
-1.6568278,-0.021767836,银白色,737
-1.6429535,-0.019299183,银白,737
0.7142059,-0.23097855,颠茄,656
0.49480215,-1.0059284,组氨酸,317
-1.4964004,0.21084559,多层,224
1.018769,-0.805408,双黄,332
0.31819654,-1.3037134,催吐,159
-0.6533884,0.9817202,地鳖,814
0.74272895,-0.29992735,桃叶,430
0.6837881,1.0461707,禹余粮,19
0.7699863,1.1279005,余粮,19
1.0736667,1.039879,弹子,606
0.9923319,-0.005820915,金果,443
0.84837675,1.0909551,核桃,316
0.90546,0.41473138,土荆芥,375
-1.1655512,0.0039859656,活络,158
0.95117456,0.04345377,金果榄,443
0.8051908,-0.12553781,泌尿系,727
0.84764564,-1.5928438,低血糖,349
1.2863367,-0.09972657,子宫出血,685
-0.5958282,1.2627198,两半,42
0.6069596,-0.8627296,肌醇,111
-1.6118526,0.0858679,沙质,85
0.62450933,-0.13225882,胃气痛,96
1.1245884,0.8952383,时时,513
1.2341452,1.0578588,三两,692
1.1358656,0.92734396,溃烂,25
0.9459219,0.85740536,内蒙古中草药,866
1.2882141,-0.6417589,胃酸,24
0.96673554,-1.334135,酒石,790
0.9262378,-1.3193237,酒石酸,790
-1.7485253,-0.038465027,略具,609
-1.5720705,0.07692692,平展,194
1.0613104,-0.42494792,体弱者,227
-0.8897238,-0.49803102,重镇,79
1.0646129,0.9792994,三合,606
0.9896785,0.51167095,磁石,392
1.2253863,0.6064513,鸡子,104
-1.7950935,-0.36710784,半下,191
-2.037605,-0.24509838,另一端,46
0.8990048,-0.97463846,延胡索酸,280
1.067422,-0.1676562,宫颈,105
-0.23591185,0.66046643,树叶,720
0.445824,1.158747,长白山,204
0.4367272,1.1790941,白山,204
0.92905736,-0.7196912,可作,331
0.39615315,-0.9974649,单胞菌,274
-0.44944355,0.7372334,入水,199
0.43608874,0.32475695,再加,71
0.23486146,0.6972165,梅花,659
0.42451718,0.05282724,醉鱼草,160
0.3788058,-1.4424393,动脉血,647
0.9188181,-1.4123118,自发,270
-1.474651,-0.9155459,分生,434
0.5960513,-0.8173541,种草,1
-1.7287976,0.7078323,小段,225
-1.6961712,0.36079603,压扁,12
-0.354808,-0.062879756,马尾,171
0.04539412,0.18994224,48,574
0.7938115,0.4209191,大麦,503
-1.618876,0.3164342,数层,493
0.8731993,0.6866318,郁李仁,89
0.8508083,0.70420283,李仁,89
1.1124827,0.14260948,传染性,251
0.5878675,1.2447464,换药,426
0.5189621,0.3616715,朱砂根,160
-1.2884344,-0.64374626,不及,418
0.5746512,0.83232766,大血藤,141
1.0299442,-0.018047687,贫血,685
-0.9898065,1.1525865,断续,102
-1.6486939,0.23295672,细孔,811
-1.515874,0.3085494,夏初,470
0.8619898,-0.7407179,体质,61
-1.6473454,0.26424015,成片,48
-1.0948688,-0.5417031,个体,593
0.7312218,-1.4788988,诱导,291
0.66055405,0.76348895,火眼,125
0.5216216,-1.7248735,革兰氏,36
0.5373771,0.7621805,千日,510
0.51296467,0.6958224,千日红,510
0.79470074,-1.5880601,抗休克,428
0.46376964,-1.0079908,变形杆菌,274
0.78412956,-0.5197456,头昏,439
0.78848153,0.568499,地肤子,92
0.6065267,0.66937965,青葙子,181
0.99502915,-0.692765,心脏病,451
1.0704523,0.80717474,中国民族药志,519
1.0624799,0.370137,番红花,391
1.0613046,0.2553356,失音,97
1.0632435,0.38832098,番红,391
1.0964855,0.6522537,天竹,49
-0.10644978,-1.763148,止咳祛痰,246
1.049633,0.639695,南天竹,49
-0.050655555,-1.0409381,蝙蝠,791
0.82372046,0.19802931,牛角,404
-1.3220587,-0.14033674,青色,12
-1.7628624,-0.16146185,粉状,789
-1.6057574,0.03418835,多汁,54
-1.6219804,-0.058852103,一层,287
0.82540065,-1.0829793,甘露醇,13
-1.453813,-0.3479306,散瘀止痛,763
-0.2585711,0.30568987,补益,476
-1.6311347,-0.9050942,乳头状,412
1.0107638,-0.3283417,中寒,180
0.6260053,-0.7895568,刺五加,329
0.5760599,0.6948749,谷精草,92
-1.1862339,-0.9894999,斑块,587
-0.2735677,-0.64775425,同属,400
0.56131357,-0.4567553,胆木,892
-1.8998561,-0.03719339,深红色,575
-1.1495017,0.19521879,六角,44
0.8227151,0.6847554,荞麦,851
-1.9345876,-0.291784,中轴,376
-1.0351357,0.4030349,剖面,201
-1.8012748,0.049965724,浅褐色,197
1.0536276,0.6078376,淋巴结核,530
0.3079791,-0.53666335,鼠尾,228
1.0110061,0.9701423,七十,19
0.6560348,-1.7380284,雌激素,766
0.8437556,-1.3653139,氧化作用,72
0.94087523,0.89515924,铁苋菜,615
1.1853396,-1.1666015,坏死,190
-0.8406547,-0.8943343,胶质,249
-0.06417917,0.67065704,接骨,427
0.1812508,-0.24388963,多者,836
0.5451968,0.95991987,炒热,18
1.0594723,0.88276887,一分,104
1.2166091,0.65863854,衍义,863
-0.14169791,0.06809287,疗疮,130
1.2333431,0.699398,本草衍义,863
1.1068839,-0.09884882,瘫痪,792
-0.5341247,-0.32498702,金属,301
0.82724994,0.10109745,玄明粉,384
1.0795642,-0.43803716,热证,227
-1.6598196,0.29592434,水边,84
0.377527,0.25909448,紫金牛,82
1.347833,-0.5963271,子素,688
1.0017147,-0.055866186,滑泄,57
0.85490716,0.47934866,马兰,385
0.88265383,-1.0566818,黄樟,253
1.3709472,-0.24175575,发作,124
0.67265207,0.27635497,莲子心,611
0.35769582,0.29336202,金牛,82
0.717969,1.0488412,羚羊角,409
-1.9140676,0.099143445,深浅,858
-1.3617889,-0.33749518,微米,434
0.56236565,-1.2890414,枸橼酸,280
-1.8507046,0.19424894,粉白色,163
0.9657221,0.17755887,胆道,273
-1.9016758,0.11933741,粉白,163
-1.6058793,0.22554804,5cm,194
0.83303684,1.1346803,猪瘦肉,668
-0.69587564,-0.5732545,从中,336
1.0561934,0.80971754,松花,266
0.71281564,-1.6136218,氧量,169
0.8639622,-0.42628184,苦丁茶,747
-0.33313233,0.18841971,利小便,427
1.251736,-1.2586306,损害,190
-0.5538412,0.8085776,生面,869
0.98632896,0.31105673,决明子,455
0.9875739,0.32616457,明子,455
-1.1379548,0.3683588,通风,286
0.68504643,0.5566326,蛤蚧,373
0.6241421,0.2633078,了哥王,176
1.0533329,1.1521939,慢火,316
-0.7587362,-0.69169575,木栓,336
0.5709698,0.19720463,结结,530
-1.5570663,0.10010657,镰刀,218
0.8966505,1.2672228,蜂房,104
-1.0418761,-0.71852475,硬度,351
0.06493175,-0.77707016,水溶液,449
0.93597,-0.45988187,合用,498
-1.8366814,-0.027405333,花簇,2
-0.12876846,-1.0823183,强壮,800
0.6087417,0.88516366,葶苈子,821
1.1676272,0.58250463,忍冬藤,335
0.418085,0.24163969,莲房,378
0.55891156,0.76333153,膏药,588
-0.9121623,-0.35872483,地方,183
0.77458924,1.6338913,耳中,281
-0.88024837,-0.7354098,较少,336
0.9169027,-1.0387274,单纯,369
-0.034936905,0.5915028,嫩叶,720
0.12950885,1.3013325,火烧,102
0.6017282,-1.8758715,诱变,428
0.96103835,1.1764319,白扁豆,74
-1.9152298,0.08940785,底部,68
-0.291947,-0.9461879,特别,94
-0.041758813,-1.3848176,念珠菌,136
0.7778655,-1.2500818,心跳,315
1.0031847,-0.6244944,副作用,153
0.7847362,-1.6694274,耗氧量,169
0.8622057,-1.057276,阴性,136
-0.68963665,0.29353908,截疟,91
0.08729446,-0.5474408,包括,135
0.20557341,-0.6952179,32,331
-1.5602102,-0.0527401,粘性,609
-1.4846628,-0.2109866,树林,85
0.20917258,0.69989353,头目,509
0.8374978,0.06430056,芦巴,559
0.8201287,-0.45111746,化脓,612
0.67680806,1.0723591,士林,17
1.0295019,1.1694232,世医,104
-1.6540304,-0.1411367,外露,87
1.0750217,1.1614381,世医得效方,104
-1.5725622,0.34887192,五角形,44
-1.3108075,-0.24757102,尖刺,140
-1.7574544,-0.14881478,矩形,653
1.2955506,0.74927443,小蓟,469
0.3928575,-0.93961596,防腐,733
1.233477,1.2415662,袖珍,104
1.0706103,0.43548322,女贞子,829
-1.483603,0.39825636,大头,238
-0.19211864,1.0448235,海中,573
-0.3284657,-0.24407557,选择,31
-0.84244466,0.084631585,拔毒生肌,564
0.6987678,1.044702,凡士林,17
0.34448302,-0.5099262,不适,439
0.23564516,-1.1229163,条件,20
1.0841627,-0.799753,实邪,227
0.5981849,-0.4215805,骨痿,334
-0.0050663967,1.0640054,卷柏,7
-1.7228925,-0.012461968,旷地,84
-1.4829339,-0.2631763,小型,357
1.0513577,-0.008763004,小便频数,793
-1.8731565,-0.20331982,国华,8
0.6941028,1.0431488,地锦草,288
0.8180592,0.6163347,煮食,477
-1.4797611,-0.23475236,中柱,811
1.1054457,-0.3691732,水芹,108
-0.7581685,0.5127793,蔓生,327
-0.52679324,0.31436536,补脾,322
-0.64996374,-0.51187766,镇安,79
-0.749679,-0.51083344,重镇安神,79
0.75786716,-0.27293494,铜绿,136
0.81115586,-0.2544126,目昏,660
0.47046015,-1.7669868,胞吞,462
1.1215396,0.23763436,正头痛,697
1.1206363,0.95221853,猪肝,202
0.059303816,-1.4804106,性腺,766
-0.38683048,-0.49232614,方解石,353
0.7143411,-1.5103153,对子,256
0.5597006,-0.13028164,血瘀经闭,11
-1.3259729,-0.7632153,后肢,593
0.86369663,1.3859385,1960,202
-0.47011918,0.31893986,安胎,476
0.7724593,-1.3651131,脱氢,832
-1.0823929,-0.14300044,散瘀消肿,763
0.7842492,-0.98474646,LD50,210
-0.028421575,1.1737877,一块,102
0.6609589,-1.9187133,免疫系统,95
1.078724,1.0987991,六分,639
-1.7751372,0.113716185,花轴,357
0.31216386,0.05252955,谷芽,754
-1.7406307,-0.04900134,皱褶,789
0.36165118,-0.45347202,痞满,116
-0.7852565,1.0104792,八成,610
0.790409,0.941861,麻黄根,639
0.8860762,0.21411026,星期,137
0.9909628,-1.4100865,嘧啶,308
-0.4357578,0.43330306,Wu,156
-1.2198113,-0.6441877,轮状,418
-0.2715173,-0.1807796,Euphorbia,323
0.8388568,-0.42719337,木兰花,546
-1.6187242,0.18892628,两面光,523
0.6570713,-1.0112231,烟酸,13
1.0881246,0.7375435,石决明,181
0.7968471,-0.9490861,三甲,280
-1.1233884,-0.053747114,米左右,822
0.7279334,0.37680796,外涂,59
-1.0876546,0.8334937,小分,610
0.686805,-1.3004605,S180,75
0.86966133,0.002351515,骨碎,460
0.7692993,1.132905,苎麻,288
-1.6185013,0.0064609367,深色,816
-1.7463078,-0.064412385,浅红,873
0.58616847,0.33009052,余甘子,37
1.1683923,-0.5497336,松脂,213
-1.9381266,-0.2198759,海绵状,884
-1.1029449,-0.22014245,茎干,440
0.93560606,1.6346306,七日,606
0.40559068,1.1210123,辰砂,42
-0.6598653,-0.29309866,科昆虫,4
1.1668795,0.90632695,蛤粉,104
-1.2924551,-0.13765188,温肾,205
1.0035924,0.19401416,牛子,374
1.0230999,0.18413553,牵牛子,374
-1.0229205,0.10061091,滋阴,322
-1.2677119,0.20538312,棘刺,440
1.2611359,-0.8688335,病患,152
1.2782503,-0.8111341,病患者,152
0.07520279,-0.21982193,吉祥草,734
0.10130255,-0.19171299,吉祥,734
0.47493777,-0.37090775,无汗,614
-1.9853623,-0.4883634,羽毛状,87
0.5870247,-1.8187166,呼吸系统,694
0.39092734,1.1996251,蓍草,335
-0.00036264223,0.74986994,丝瓜络,214
0.45554376,-0.8618992,螺旋体,61
0.5750616,0.34797612,甘子,37
-0.056618534,0.80052143,固定,195
0.55551136,0.315668,紫珠,398
0.6996281,-1.6015352,肝细胞,72
0.18767975,-1.065963,盐酸,842
-1.8889385,0.03412194,庭园,84
0.9337228,-0.24311432,菌痢,125
-1.4020822,0.1997453,孔明,544
0.7187464,0.6052309,瓦楞,404
-1.5143315,0.5483416,幼叶,53
0.57807046,0.9934784,鹅不食草,874
-0.8613377,-0.42713174,长度,175
-1.8969333,-0.19129686,结实,412
0.8395804,0.35823277,桐皮,531
0.86260086,0.33988997,海桐皮,531
0.8672991,0.2907451,海桐,531
0.159409,0.74441475,化为,717
0.8603957,-0.0037155263,骨碎补,460
0.72617453,0.6091608,紫石英,392
0.9557891,0.20970334,烧烫伤,828
1.0259657,0.3279403,水泻,179
-0.27235022,0.5995553,Willd,327
0.48058555,1.1117555,食草,874
0.5457997,-1.4212451,对流,136
0.708309,-1.5790509,静注,881
-1.4314418,-0.47447652,解郁,483
0.08157179,0.31504056,成人,570
0.09825869,-0.9835479,现象,94
1.0075998,1.3678796,秘传,606
1.1872823,0.76736677,赭石,104
0.19550493,-0.8929723,溶解,449
-0.04244295,0.5070548,大海,604
-1.4398471,0.011814693,放大,46
0.85785437,1.1653345,木槿花,615
0.019135112,0.010004774,锦葵,433
1.0302912,0.861378,赤眼,266
-1.317239,0.24215966,沼泽,470
0.7179778,-0.008038498,阑尾,125
0.69806415,-0.46719277,儿童,153
0.5556327,1.0563205,切细,405
0.71177256,0.000847809,阑尾炎,125
-0.32292932,0.30795953,Lindl,47
-1.3315101,0.42757314,收割,225
1.1387985,1.033885,生石,69
-0.41059792,0.66015965,Oliv,582
0.27652615,-1.1421301,虫胶,618
0.7334648,-1.3548349,中所,670
1.1447631,0.271531,喘息,50
-1.5923606,0.46678752,收成,225
-1.8059524,-0.17750694,痕迹,197
-1.7704504,0.031200346,破裂,884
0.7682228,-1.2612221,变作,309
-0.020379767,-0.8839801,差异,159
0.9324653,1.2448947,日数,426
1.0556761,0.6877916,二个,692
-0.6659873,-0.59221816,无归,312
-0.1859284,-1.1305013,部位,627
-1.6607031,0.32340565,青灰色,250
-1.0667969,-0.0755921,退翳,241
0.57318413,-0.9223119,精氨酸,317
0.68517697,-0.87695056,脑膜,136
0.3031056,-0.49993163,湿浊,716
-0.19621599,0.71049404,Fisch,327
-1.0989068,-0.65136886,空气,39
-1.4620342,-0.20235159,气候,470
1.2669402,0.41930395,部队,313
1.207046,1.2994618,景岳全书,606
0.93391126,0.8830018,井水,318
0.4241055,0.7030569,溶化,588
0.3404007,-1.494505,降脂,428
0.042750075,0.9357212,15g,261
0.8753209,0.2515864,热痢,638
0.92063504,0.55532134,粟壳,611
1.0651284,-0.16001713,湿痰,57
-0.9776761,-0.57380605,米处,135
0.6286159,-1.1835939,蛇麻,168
0.13407739,-0.71712756,硫化物,110
0.6936381,-0.6421005,脑膜炎,136
0.4689274,-1.0607963,假单,274
-0.40848666,0.63120586,Mey,327
0.0460755,-0.5559613,有用,723
1.1156043,-0.23290223,青藤,329
0.8901988,0.92300653,花蕊石,132
-0.59111327,0.35535154,变黑,822
0.32532936,-1.229065,小量,190
0.88146704,0.8999419,闹羊花,18
-1.7889225,0.08971529,变红,671
-0.30817753,0.6953969,反复,71
0.80570817,-0.61002135,千金藤,688
-1.6457844,-0.2973413,管孔,681
0.61447865,-0.80659837,黑种,1
0.6260919,-0.34339932,阴虚发热,473
-0.7945269,0.13208738,后者,400
0.7847572,0.5934738,龙眼肉,477
0.6494016,-0.31666455,虚发,473
1.0190738,0.7872005,凌霄花,803
-1.7431034,0.19917008,杂草,470
-1.7047888,0.209921,常数,194
0.9016988,-0.8718901,LDso,210
1.0624734,0.9374732,猪油,404
0.5852163,-0.2207025,咳痰,524
-0.065840796,1.2760307,候温,42
1.2316772,0.97891235,保命,606
0.80733114,-0.54028046,香脂,383
-1.554759,-0.060163964,平地,84
0.7906033,-0.049767982,肾脏,145
-0.7157198,-0.0065095313,抑肝,571
0.5940767,0.28514516,鸡骨,471
-1.2102454,0.022410087,前方,593
-0.7486633,0.0041796155,平抑,571
-1.460274,0.00053010136,板状,351
-0.2341576,0.20655148,物类,353
1.0070794,1.0890294,一中,639
0.7535292,0.6085352,3g,261
0.7025349,-0.5901963,漏带,333
0.8488475,0.81945384,大小便,184
0.94122165,-1.5017707,肝功,72
-0.065331385,-0.12629779,爵床,228
-1.9058217,-0.17997508,侧面,376
-1.4169849,0.6466414,轮廓,238
-0.9993547,-0.0078058727,疏肝,774
-1.2450664,0.058459006,益肾,205
0.9823113,0.3123786,不禁,80
0.9965887,1.4115585,奇效,318
0.18719943,0.7878828,不见,461
0.42367798,-0.51436883,痰核,616
-0.39048555,-0.19419555,带药,126
-0.8484894,-0.75355345,相互,249
0.17322068,0.20379864,丸剂,261
-1.1511415,0.27191466,西部,85
1.0630394,0.1099741,津液,57
-1.3751501,-0.055565115,后端,6
-0.3474754,-0.1361215,粘连,114
-1.2664949,0.07692923,薄纸,53
0.56127006,0.10519378,鱼胆草,131
1.2223202,-0.3740458,阳亢,227
-1.3083494,0.4607256,顺直,48
1.0683452,0.7582057,冷服,635
0.6335915,0.114861995,黄藤,471
-1.6694766,-0.17356826,闭合,218
0.49309123,-1.1129762,饱和,714
1.2101617,0.8924882,仍以,318
-1.8761444,0.38107374,中下部,493
-0.6369783,-0.3476363,破血消癥,483
0.57649755,0.7475719,冬瓜皮,810
1.1137835,0.59490234,瓦楞子,404
0.5311815,0.35850027,南瓜,405
0.30201104,-0.93976516,含氮,857
0.4807534,-1.3056403,灰分,33
-0.39837646,0.83702016,早晨,461
1.072463,1.3346245,五七,606
-0.66486454,-0.20706269,驱虫药,239
0.65828,0.4140057,软膏,17
0.75549465,1.2825264,牙皂,409
-1.1884466,-0.6486904,镇惊,79
-1.759669,-0.12016545,空隙,884
0.7410619,-1.0126666,碳水,13
0.8095421,-1.3341892,苯丙,857
1.115243,1.219619,搅匀,25
0.54735166,-0.8881392,天门冬,317
0.8485,-1.606616,消化系,428
0.88157207,-1.6504676,消化系统,428
-1.3522497,0.048053883,粗硬,194
0.6638544,-1.140702,碳水化合物,13
0.7860792,0.2751989,痰涎,780
-1.8227578,-0.5286776,列于,412
-1.9545324,-0.28024083,浅色,46
-1.3549259,0.3289443,附生,822
-1.2298521,-0.11590424,很少,418
-1.6323109,-0.31623408,砸碎,408
0.92004937,0.26906353,后重,450
1.0362458,-0.30743307,食管,685
-1.5800476,-0.011356391,小伞,357
-1.9396645,-0.30404818,药线,191
1.1877736,0.67705745,加生,373
0.42806768,-0.8999407,天门,317
-1.3369367,-0.63858235,散结消肿,173
0.9948072,0.8235797,南五味子,803
0.7051736,-0.6506791,菠菜,111
-0.6154123,1.3483604,初生,717
-1.5211136,0.58395207,粗细,48
1.2110149,0.5812488,大便不通,179
0.53888494,0.7886641,无患子,532
1.0568484,0.17083725,红豆,520
-0.36523288,1.4443142,出水,717
0.55566317,0.05942867,鱼胆,131
0.55526537,1.2045012,礞石,281
0.8072638,-0.5517169,珠子,630
0.56411654,-1.2198181,丝氨酸,178
0.8462499,0.29736486,齿痛,509
0.6642972,-0.35708183,鸦胆子,632
0.4609559,-1.2791058,甘氨酸,178
0.5056164,-1.1850866,谷氨,178
-1.3353765,-0.22057718,北部,85
0.466361,-1.2428784,谷氨酸,178
0.6831919,0.5830878,发不,509
-0.43351266,0.19231398,Gaertn,323
0.7512517,0.64958626,女子,654
1.0556993,0.7488468,咽下,406
-1.6249125,0.69951105,卷成,880
0.82663304,0.6521868,蚯蚓,266
0.32572815,1.0340438,西瓜皮,810
0.39746743,-1.410429,组分,832
0.99104595,-0.8931955,心病,192
0.7042341,-0.35523158,骨蒸劳,473
0.4086198,-0.045901794,胎盘,378
0.87514234,-1.510609,肝功能,72
-0.33719233,0.040969376,置于,655
0.8310018,-0.24049541,内伤,170
-1.4237446,0.49683702,细条,5
-1.6367002,0.16951999,伸展,112
-1.801268,0.007603565,草地上,84
-1.8115786,0.40984038,表面色,617
0.45895106,0.5053728,冬葵子,550
-1.8532563,0.38687646,凹下,884
0.63268524,0.555366,中耳,828
-0.24976815,0.43453622,Mill,47
0.22524448,-0.21463266,卫矛,171
1.0698161,0.89785427,柏子,803
0.99682754,0.8909476,柏子仁,803
0.76819235,0.93869346,金丝草,219
-1.8900366,-0.30806047,复眼,6
1.0559474,0.08459599,楮实,378
0.6349924,1.050158,樱桃,532
0.33558244,-0.76522565,粘液,33
-0.1782896,1.0673404,放在,71
-0.035848044,-1.4032348,氯仿,20
-1.5222225,-0.31281856,止痢,787
1.0690283,-0.052049365,仙子,648
0.80555093,-0.7991629,醇酸,280
1.1022528,-0.06880547,虻虫,508
0.6192191,-0.048726086,臭椿,326
0.8989364,1.0939709,小通草,894
-1.4762887,0.30687296,稠密,140
0.086306676,0.17755768,四块瓦,656
-1.2432117,-0.1703815,清心,205
0.09714566,0.18369739,四块,656
0.8914472,0.71939,白豆,457
0.8253053,0.7263661,白豆蔻,457
0.8413439,-1.1519856,细胞毒,832
-1.2454402,0.48045063,幼嫩,53
1.1363022,0.560764,忌食,366
0.68354374,-1.5217072,人体,852
-1.9751824,-0.15495962,中果皮,677
-0.7621864,0.9266408,日晒,610
0.82423496,-0.11813825,夏天,10
-0.98885113,0.15956292,第一,262
0.87240344,1.2474085,猪蹄,335
0.51758623,1.0194714,巴戟,848
-1.750655,0.08781594,坡地,84
0.65636116,-1.6245315,外周血,169
-2.111117,0.052427217,松脆,165
0.5504652,-0.1500381,猕猴桃,747
0.78947055,1.2030662,诸药,83
0.50437206,-1.0018336,转化,72
-0.48641273,0.5565697,定痛,427
-0.77264076,-0.96135813,呈现,249
0.26657256,-0.31521463,红景天,607
-0.9168806,-0.35728335,散寒止痛,185
-1.6346798,0.534963,除杂,225
0.6002022,-1.3586569,流感病毒,136
0.87357163,0.04882252,峨参,630
-1.3052509,0.06131596,覆盖,255
-0.93071747,-0.7918575,富含,114
0.89166814,-0.60853666,鼻咽,1
-1.6563637,0.09074216,有缘,218
-1.208081,-0.5060077,毛色,593
-1.6116414,0.16916193,掌状脉,357
0.74517596,0.72854435,玉米须,812
1.0534613,0.12486482,楮实子,378
-1.7001605,-0.43404502,而后,364
-2.1106446,-0.0130044855,墨绿色,46
-2.1024065,-0.009479046,墨绿,46
0.8712151,0.75963247,墨旱莲,846
-1.4936115,-0.73797923,降气,173
-1.4026424,-0.22010016,清热利尿,738
0.26008144,-1.4282781,产物,72
0.64435476,-0.8415573,哺乳,190
-1.0403951,0.569211,紫斑,418
